+-----------------------------------------------------------------------+
| Index | Dimensions |  QueryType |       v |           l |           r |
|  1295 |        100 |          3 |       2 |  0.49542612 |  0.97859138 |
|  1296 |        100 |          0 |      -  |          -  |          -  |
|  1297 |        100 |          1 |       0 |          -  |          -  |
|  1298 |        100 |          2 |      -  |  0.00011093 |  0.79052931 |
|  1299 |        100 |          3 |      22 |  0.35241210 |  0.50334257 |
|  1300 |        100 |          0 |      -  |          -  |          -  |
|  1301 |        100 |          1 |       7 |          -  |          -  |
|  1302 |        100 |          2 |      -  |  0.09989825 |  0.83155358 |
|  1303 |        100 |          3 |       5 |  0.00420529 |  0.41360152 |
|  1304 |        100 |          0 |      -  |          -  |          -  |
|  1305 |        100 |          1 |       0 |          -  |          -  |
|  1306 |        100 |          2 |      -  |  0.00325431 |  0.45365059 |
|  1307 |        100 |          3 |      11 |  0.08995078 |  0.51717460 |
|  1308 |        100 |          0 |      -  |          -  |          -  |
|  1309 |        100 |          1 |       5 |          -  |          -  |
|  1310 |        100 |          2 |      -  |  0.07014559 |  0.67425770 |
|  1311 |        100 |          3 |       5 |  0.67619091 |  0.94690752 |
|  1312 |        100 |          0 |      -  |          -  |          -  |
|  1313 |        100 |          1 |       4 |          -  |          -  |
|  1314 |        100 |          2 |      -  |  0.14430083 |  0.88555068 |
|  1315 |        100 |          3 |       4 |  0.10891793 |  0.95632148 |
|  1316 |        100 |          0 |      -  |          -  |          -  |
|  1317 |        100 |          1 |       0 |          -  |          -  |
|  1318 |        100 |          2 |      -  |  0.03821869 |  0.83353925 |
|  1319 |        100 |          3 |       5 |  0.55234778 |  0.80906689 |
|  1320 |        100 |          0 |      -  |          -  |          -  |
|  1321 |        100 |          1 |       0 |          -  |          -  |
|  1322 |        100 |          2 |      -  |  0.84585357 |  0.98354894 |
|  1323 |        100 |          3 |       5 |  0.72007513 |  0.78465402 |
|  1324 |        100 |          0 |      -  |          -  |          -  |
|  1325 |        100 |          1 |      25 |          -  |          -  |
|  1326 |        100 |          2 |      -  |  0.34146726 |  0.50514972 |
|  1327 |        100 |          3 |       5 |  0.27128133 |  0.60785252 |
|  1328 |        100 |          0 |      -  |          -  |          -  |
|  1329 |        100 |          1 |       5 |          -  |          -  |
|  1330 |        100 |          2 |      -  |  0.03779211 |  0.61409384 |
|  1331 |        100 |          3 |       0 |  0.60962635 |  0.83372277 |
|  1332 |        100 |          0 |      -  |          -  |          -  |
|  1333 |        100 |          1 |       0 |          -  |          -  |
|  1334 |        100 |          2 |      -  |  0.37404561 |  0.54844499 |
|  1335 |        100 |          3 |       5 |  0.53150690 |  0.84328097 |
|  1336 |        100 |          0 |      -  |          -  |          -  |
|  1337 |        100 |          1 |       5 |          -  |          -  |
|  1338 |        100 |          2 |      -  |  0.14998250 |  0.32865575 |
|  1339 |        100 |          3 |       5 |  0.65021294 |  0.81018323 |
|  1340 |        100 |          0 |      -  |          -  |          -  |
|  1341 |        100 |          1 |       5 |          -  |          -  |
|  1342 |        100 |          2 |      -  |  0.17552987 |  0.39155957 |
|  1343 |        100 |          3 |      23 |  0.39471707 |  0.53340179 |
|  1344 |        100 |          0 |      -  |          -  |          -  |
|  1345 |        100 |          1 |       0 |          -  |          -  |
|  1346 |        100 |          2 |      -  |  0.29850778 |  0.55251718 |
|  1347 |        100 |          3 |       0 |  0.01541434 |  0.07950714 |
|  1348 |        100 |          0 |      -  |          -  |          -  |
|  1349 |        100 |          1 |       0 |          -  |          -  |
|  1350 |        100 |          2 |      -  |  0.30151704 |  0.43854785 |
|  1351 |        100 |          3 |       4 |  0.34168103 |  0.69505018 |
|  1352 |        100 |          0 |      -  |          -  |          -  |
|  1353 |        100 |          1 |      11 |          -  |          -  |
|  1354 |        100 |          2 |      -  |  0.34202796 |  0.60547656 |
|  1355 |        100 |          3 |       5 |  0.57304949 |  0.65848637 |
|  1356 |        100 |          0 |      -  |          -  |          -  |
|  1357 |        100 |          1 |       0 |          -  |          -  |
|  1358 |        100 |          2 |      -  |  0.95482999 |  0.97886366 |
|  1359 |        100 |          3 |       5 |  0.57795662 |  0.68968111 |
|  1360 |        100 |          0 |      -  |          -  |          -  |
|  1361 |        100 |          1 |       4 |          -  |          -  |
|  1362 |        100 |          2 |      -  |  0.04851509 |  0.43267459 |
|  1363 |        100 |          3 |       0 |  0.04099701 |  0.32346016 |
|  1364 |        100 |          0 |      -  |          -  |          -  |
|  1365 |        100 |          1 |       5 |          -  |          -  |
|  1366 |        100 |          2 |      -  |  0.50845140 |  0.64604998 |
|  1367 |        100 |          3 |       5 |  0.37191775 |  0.53822726 |
|  1368 |        100 |          0 |      -  |          -  |          -  |
|  1369 |        100 |          1 |       5 |          -  |          -  |
|  1370 |        100 |          2 |      -  |  0.25535569 |  0.30438510 |
|  1371 |        100 |          3 |       6 |  0.28803489 |  0.85508096 |
|  1372 |        100 |          0 |      -  |          -  |          -  |
|  1373 |        100 |          1 |       0 |          -  |          -  |
|  1374 |        100 |          2 |      -  |  0.28135687 |  0.96933270 |
|  1375 |        100 |          3 |       6 |  0.13941887 |  0.36328128 |
|  1376 |        100 |          0 |      -  |          -  |          -  |
|  1377 |        100 |          1 |       5 |          -  |          -  |
|  1378 |        100 |          2 |      -  |  0.49713343 |  0.80124426 |
|  1379 |        100 |          3 |       0 |  0.00619599 |  0.36947528 |
|  1380 |        100 |          0 |      -  |          -  |          -  |
|  1381 |        100 |          1 |       0 |          -  |          -  |
|  1382 |        100 |          2 |      -  |  0.20722482 |  0.43718341 |
|  1383 |        100 |          3 |       7 |  0.02394290 |  0.64195567 |
|  1384 |        100 |          0 |      -  |          -  |          -  |
|  1385 |        100 |          1 |      17 |          -  |          -  |
|  1386 |        100 |          2 |      -  |  0.71821451 |  0.90007049 |
|  1387 |        100 |          0 |      -  |          -  |          -  |
|  1388 |        100 |          1 |      16 |          -  |          -  |
|  1389 |        100 |          2 |      -  |  0.31252843 |  0.47197837 |
|  1390 |        100 |          3 |       4 |  0.78616977 |  0.97836649 |
|  1391 |        100 |          0 |      -  |          -  |          -  |
|  1392 |        100 |          1 |       0 |          -  |          -  |
|  1393 |        100 |          2 |      -  |  0.51334852 |  0.75786322 |
|  1394 |        100 |          3 |       2 |  0.29666430 |  0.61002070 |
|  1395 |        100 |          0 |      -  |          -  |          -  |
|  1396 |        100 |          1 |       5 |          -  |          -  |
|  1397 |        100 |          2 |      -  |  0.75596225 |  0.78884119 |
|  1398 |        100 |          3 |       5 |  0.38344145 |  0.45403379 |
|  1399 |        100 |          0 |      -  |          -  |          -  |
|  1400 |        100 |          1 |       2 |          -  |          -  |
|  1401 |        100 |          2 |      -  |  0.03076011 |  0.10055879 |
|  1402 |        100 |          3 |       0 |  0.34331274 |  0.72875601 |
|  1403 |        100 |          0 |      -  |          -  |          -  |
|  1404 |        100 |          1 |       5 |          -  |          -  |
|  1405 |        100 |          2 |      -  |  0.16766487 |  0.45814934 |
|  1406 |        100 |          3 |       0 |  0.04743805 |  0.99050838 |
|  1407 |        100 |          0 |      -  |          -  |          -  |
|  1408 |        100 |          1 |       7 |          -  |          -  |
|  1409 |        100 |          2 |      -  |  0.17640622 |  0.33695641 |
|  1410 |        100 |          3 |       0 |  0.73173904 |  0.85883647 |
|  1411 |        100 |          0 |      -  |          -  |          -  |
|  1412 |        100 |          1 |       2 |          -  |          -  |
|  1413 |        100 |          2 |      -  |  0.58309776 |  0.82610887 |
|  1414 |        100 |          3 |      11 |  0.85044611 |  0.85880828 |
|  1415 |        100 |          0 |      -  |          -  |          -  |
|  1416 |        100 |          1 |       4 |          -  |          -  |
|  1417 |        100 |          2 |      -  |  0.04441771 |  0.42571920 |
|  1418 |        100 |          3 |       4 |  0.30685785 |  0.77529854 |
|  1419 |        100 |          0 |      -  |          -  |          -  |
|  1420 |        100 |          1 |       5 |          -  |          -  |
|  1421 |        100 |          2 |      -  |  0.13749573 |  0.73230076 |
|  1422 |        100 |          3 |       5 |  0.18076278 |  0.69895899 |
|  1423 |        100 |          0 |      -  |          -  |          -  |
|  1424 |        100 |          1 |       5 |          -  |          -  |
|  1425 |        100 |          2 |      -  |  0.02546568 |  0.13316841 |
|  1426 |        100 |          3 |       0 |  0.20976010 |  0.49649912 |
|  1427 |        100 |          0 |      -  |          -  |          -  |
|  1428 |        100 |          1 |       0 |          -  |          -  |
|  1429 |        100 |          2 |      -  |  0.64020193 |  0.70176250 |
|  1430 |        100 |          3 |       0 |  0.04390541 |  0.07445274 |
|  1431 |        100 |          0 |      -  |          -  |          -  |
|  1432 |        100 |          1 |      15 |          -  |          -  |
|  1433 |        100 |          2 |      -  |  0.59268421 |  0.67098123 |
|  1434 |        100 |          3 |      11 |  0.04087498 |  0.56280047 |
|  1435 |        100 |          0 |      -  |          -  |          -  |
|  1436 |        100 |          1 |       0 |          -  |          -  |
|  1437 |        100 |          2 |      -  |  0.17820027 |  0.56582987 |
|  1438 |        100 |          3 |       5 |  0.26479387 |  0.81276292 |
|  1439 |        100 |          0 |      -  |          -  |          -  |
|  1440 |        100 |          1 |       7 |          -  |          -  |
|  1441 |        100 |          2 |      -  |  0.48227075 |  0.61590809 |
|  1442 |        100 |          3 |       5 |  0.11664477 |  0.61963636 |
|  1443 |        100 |          0 |      -  |          -  |          -  |
|  1444 |        100 |          1 |       7 |          -  |          -  |
|  1445 |        100 |          2 |      -  |  0.07227849 |  0.31729743 |
|  1446 |        100 |          3 |      12 |  0.18264860 |  0.46106783 |
|  1447 |        100 |          0 |      -  |          -  |          -  |
|  1448 |        100 |          1 |       5 |          -  |          -  |
